request_id,circuit_id,timestamp,status,guard_fingerprint,guard_nickname,guard_address,guard_country,middle_fingerprint,middle_nickname,middle_address,middle_country,exit_fingerprint,exit_nickname,exit_address,exit_country,build_time,purpose,guard_bandwidth,middle_bandwidth,exit_bandwidth,circuit_setup_duration,total_bytes
525,1524,2025-11-19T23:13:31.128438,BUILT,BA20C1B22C75D4A6DBC5D6D8395394694A0A8814,GuardNode644,127.0.133.85,GB,7E31713B38AD927C242F03C602D764AF9A506062,MiddleNode317,127.0.15.220,DE,8404091BA1BF471C4126C9C31CDD8C22C140F4BB,ExitNode22,127.0.6.142,SE,2025-11-19T23:13:30.906438,GENERAL,3848412,8428462,7566098,1.1143060680307186,742237
526,1525,2025-11-19T23:20:08.524583,BUILT,D33E6090395EE28B972EBAC2EE227BF0FDFD04C6,GuardNode704,127.0.210.196,GB,B7332BD0661D9501976DD6F9136584C3CA67BFCC,MiddleNode478,127.0.133.131,GB,F5EB079E32CAB15AD3F83D4B5F4A3501181A6ED3,ExitNode261,127.0.214.156,FR,2025-11-19T23:20:07.731583,GENERAL,8978245,4262224,3663800,1.953788965308863,664590
527,1526,2025-11-19T23:13:16.225570,BUILT,B62CE9AA7B4A936228136AF63CEF0CECF9DC3469,GuardNode268,127.0.17.47,NL,6E3AE671CAD8EA476EC60F4D3E1113BD38FD76CD,MiddleNode88,127.0.61.136,AT,BD54859EC9260F594565F5B93AEAAC546770A2A1,ExitNode969,127.0.53.22,CA,2025-11-19T23:13:15.782570,GENERAL,1293441,4896902,8829096,1.4660045614508876,57352
528,1527,2025-11-19T23:17:05.612133,BUILT,6F8D4DD10F5F6B865171E4D2C866185261701820,GuardNode474,127.0.196.199,US,725DA87B42D6BAF0340FCD0E651022F08CA6BFB5,MiddleNode662,127.0.166.35,GB,07DCF116A4287F8D12D996BE64FDF01805E503EA,ExitNode672,127.0.75.60,DE,2025-11-19T23:17:04.719133,GENERAL,1031120,9737363,7866198,2.0215201929481434,358829
529,1528,2025-11-19T23:19:48.829542,BUILT,E77252A2F394E8E017777FC84580D6136F5FA8B2,GuardNode151,127.0.62.57,SE,F4EAE9BD69878395F0BF67F06F8FF7E0FBA66AA2,MiddleNode615,127.0.62.235,CH,1F31308660DB947FFC562B49B01E97E60E7FC341,ExitNode474,127.0.55.162,NL,2025-11-19T23:19:48.648542,GENERAL,4707403,5387548,9864595,1.9907707079196226,162525
530,1529,2025-11-19T23:18:05.025437,BUILT,2329F4E5800A3CF3A1E9B9BBDFF25EBF2A5C7B01,GuardNode336,127.0.250.109,NL,E8391F544B38AFB3C1D0A6434E4902AB3EF5B679,MiddleNode577,127.0.102.78,CH,2717B371836E134CD4C996726A531E5458A0BA49,ExitNode629,127.0.6.42,NL,2025-11-19T23:18:04.636437,GENERAL,8576833,9218414,5913820,1.2995449989826073,727375
531,1530,2025-11-19T23:24:50.567559,BUILT,79202A691C9594CA2D0916CA93B09CC263F3C4AF,GuardNode738,127.0.190.65,GB,5D20433081FB3D3BA76C68145B99064F14C720B3,MiddleNode828,127.0.41.201,JP,861061292F2B4E507F319C8A9E173D551D92D753,ExitNode437,127.0.241.211,NL,2025-11-19T23:24:50.050559,GENERAL,6966992,7666531,2253369,1.760908011355994,755862
532,1531,2025-11-19T23:16:09.159186,BUILT,A75D264F958815028D4D117B71D766EFC7CF6B91,GuardNode286,127.0.212.139,FR,C9941196FFF96E810E0E304F4C0129FCEB97E3DF,MiddleNode413,127.0.102.152,GB,B21ECE3A86C2EA70D82BE6425CA48B6C4F923790,ExitNode345,127.0.85.247,DE,2025-11-19T23:16:08.699186,GENERAL,4466073,4835232,9131049,1.1335932935721313,561304
533,1532,2025-11-19T23:12:59.034928,BUILT,D001411DDB71AFEB9D7229D35648B410E83499B5,GuardNode350,127.0.2.26,CA,87AF21B87E0167788A908D3707E0ECA70214AE76,MiddleNode1000,127.0.202.89,CH,B840D83BC7FC446EC5569AD53B961E8A98CE2844,ExitNode312,127.0.220.64,FR,2025-11-19T23:12:58.378928,GENERAL,3413069,4475978,6119195,0.9816078610990682,125352
534,1533,2025-11-19T23:22:05.815611,BUILT,DCD516503AD2B9500327A36192FBCBCAC9A74413,GuardNode14,127.0.157.34,FR,020C5388C1F69F5E55DF9D80FAF35EEDFACE30BB,MiddleNode50,127.0.81.204,DE,BF07B703383B370DA764653DFE48E79852910264,ExitNode651,127.0.92.143,US,2025-11-19T23:22:05.500611,GENERAL,8922705,3501732,2302701,2.2908959708372656,363276
535,1534,2025-11-19T23:20:36.962939,BUILT,88849FFF2A072FD64E4A02D7C042E9CFE679AC0B,GuardNode276,127.0.123.168,CA,3E43B21A0920D3F34B56240319714A2104BCE146,MiddleNode557,127.0.213.215,US,209813E92DC54AE3506F9AF50563F8FC3C2D009C,ExitNode111,127.0.223.74,CH,2025-11-19T23:20:36.404939,GENERAL,7622877,7633837,1715788,0.8127530668167577,428253
536,1535,2025-11-19T23:12:42.916658,BUILT,09741906C35A72F293501EB233180E9A6B73C89C,GuardNode963,127.0.114.244,AT,E7C2CAFFA57DB154F53085BB56055FF531F4ADDC,MiddleNode850,127.0.116.148,NL,C202770AB6E67A1AB0929A0540C34C9CD26BA969,ExitNode779,127.0.102.159,NL,2025-11-19T23:12:42.538658,GENERAL,1036902,5746211,6898293,0.6234007865123112,763209
537,1536,2025-11-19T23:24:00.665455,BUILT,643C656137CD6E15DD8F374A5012BA6D1ED54151,GuardNode119,127.0.72.208,DE,5CD00198FB2C05DED9B580871412B0B7464BAF59,MiddleNode818,127.0.64.175,FR,8698001998F6064DD3E8CBF9278A542415AC299F,ExitNode310,127.0.135.161,FR,2025-11-19T23:24:00.054455,GENERAL,1904053,2148596,9128667,2.3969813006560665,914143
538,1537,2025-11-19T23:13:36.925238,BUILT,5BA49B3D89A1CB45C915480D063C64AB61A66E5C,GuardNode193,127.0.88.190,US,0B8C40C1BE3B015DD54DEB94F1A08078086DD79F,MiddleNode958,127.0.186.233,GB,64E002E69AEEE338270AFAEC87D482734A204945,ExitNode60,127.0.64.56,DE,2025-11-19T23:13:36.595238,GENERAL,6940911,7561901,5376121,1.4051664102592138,192739
539,1538,2025-11-19T23:24:52.957271,BUILT,3D0E6D8C2792A0B52E34E8AC373976537E5AB3AA,GuardNode611,127.0.89.143,FR,192DD4295B6C81E61A2F1619604C3BFADC008320,MiddleNode252,127.0.82.159,GB,002145A776E4357DC213530EC0FC713B83E00110,ExitNode72,127.0.74.27,DE,2025-11-19T23:24:52.788271,GENERAL,6328639,3588915,3306712,0.9167235864625793,13946
540,1539,2025-11-19T23:13:19.548827,BUILT,3910736A39AE288FD440D18874D1286ED46FD6B0,GuardNode9,127.0.252.247,JP,B63F50DEE86D294DF9B6BF53EFA3D26DA1271CF7,MiddleNode729,127.0.108.33,CA,1D1D37BE685AC316B8FD7076CE7676A97A986838,ExitNode116,127.0.201.16,DE,2025-11-19T23:13:19.446827,GENERAL,5848085,4476363,9776272,2.124683685153507,340437
541,1540,2025-11-19T23:20:16.568584,BUILT,AE11B8669EBB5366FE9882986A847F3CED3A296E,GuardNode984,127.0.150.213,NL,4A9DB5863DABAFD90034545A19A71B5C9135C1DC,MiddleNode582,127.0.118.169,DE,3F3416827E01E8728B4BDF161B46DAA3C9A1C9E2,ExitNode174,127.0.49.35,CH,2025-11-19T23:20:15.764584,GENERAL,3565188,5079129,6667857,2.1232284601139826,302118
542,1541,2025-11-19T23:19:56.297853,BUILT,802EE9F0EAF968AD39D95D05703CE1BB9F834E29,GuardNode127,127.0.221.15,CH,99FCD99CB7B072FA39A98A33E19B596606C89711,MiddleNode856,127.0.247.252,DE,3196FFFE95FF5E2B4A55C69B3A285BAC1F906C3B,ExitNode276,127.0.141.229,JP,2025-11-19T23:19:56.181853,GENERAL,2135656,9157794,8665354,0.6983287002286287,102491
543,1542,2025-11-19T23:23:47.212115,BUILT,D9E6C773083A89596EF7D81197E29135CC954F91,GuardNode541,127.0.141.23,NL,4E1180E82719C53C72955A708308C84AC7ECD38F,MiddleNode588,127.0.165.138,CA,3E4B3556AC584DDA114111B76EBE7988E639CBF1,ExitNode758,127.0.244.53,CH,2025-11-19T23:23:46.915115,GENERAL,5423434,6719444,7174252,1.347993714458021,553821
544,1543,2025-11-19T23:14:32.094693,BUILT,10CDFBCB6B48B654876CDCE5D4057764938DA2BD,GuardNode846,127.0.22.252,AT,A496548FCCAF536E2AC256DD418B75820197DC82,MiddleNode40,127.0.165.39,CA,9F4409241A54796420E89440030808D6713CB5EE,ExitNode565,127.0.212.251,GB,2025-11-19T23:14:31.679693,GENERAL,5861355,5199582,2602032,1.8065322981121479,623508
545,1544,2025-11-19T23:24:35.403355,BUILT,4272304F096A2D49AD1E50C87C1B2A3B3F992793,GuardNode445,127.0.155.72,FR,DFD8D7DDCE1F23BF986512644AD02BA5B611513A,MiddleNode607,127.0.100.197,CA,06EDFFBFBAFFD6710A7E187AC3B6A9E3C637D650,ExitNode387,127.0.98.55,DE,2025-11-19T23:24:34.919355,GENERAL,8911382,8014026,1744710,1.8658815377981448,370890
546,1545,2025-11-19T23:15:23.242729,BUILT,0C64CA1A1760D258DB7895DDA3EDF95569776930,GuardNode647,127.0.183.119,CH,13065BAB7B4ECA6C6A9FA27741E75BAB64F48148,MiddleNode843,127.0.80.60,US,4EF6FE6A86EC5FC2CB4926AE8E3BECB93E4B7FDA,ExitNode652,127.0.142.135,SE,2025-11-19T23:15:22.364729,GENERAL,4773298,4785697,5443587,1.3978021691003202,539199
547,1546,2025-11-19T23:18:59.806429,BUILT,B570F63BEB11C622811B3C3260578DA22752300F,GuardNode914,127.0.242.183,NL,C46A9504F94F244E367F5777A24C51C839EA3FD8,MiddleNode789,127.0.15.65,AT,B08E7B624A757204429E7F1B7B615F1BD4F53747,ExitNode451,127.0.165.111,SE,2025-11-19T23:18:59.683429,GENERAL,2330751,8329039,3746042,2.246045646816655,164216
548,1547,2025-11-19T23:12:54.442078,BUILT,7CAE08FA82C3E380D5CA9D1643E50C8A8A311962,GuardNode70,127.0.219.22,CA,C9EE47BDFB3647BCD11282E5E6C415D6DD130A88,MiddleNode485,127.0.17.188,CA,72C92D3CCC4CA688FC591D4811815EA3E1BA9870,ExitNode941,127.0.132.198,CH,2025-11-19T23:12:54.027078,GENERAL,9376189,6111720,3320687,2.2232352657191394,135581
549,1548,2025-11-19T23:24:54.096140,BUILT,F2AE732DBF8E4F6D677C10729349D172E6BD6E03,GuardNode711,127.0.119.99,SE,A1118CC27C03A6701D94BB0E73B71AE05A3EB8AD,MiddleNode896,127.0.233.8,SE,6C393D362206D941028548111BEE6FAB59048A3F,ExitNode794,127.0.213.42,JP,2025-11-19T23:24:53.255140,GENERAL,7735866,6868550,3535862,1.9612600248651513,601363
550,1549,2025-11-19T23:20:54.707406,BUILT,1C4DAF3E158B8AB0B3484662A995ADFD2EE7CACD,GuardNode146,127.0.32.212,CH,B9302768EE7EB6138C8085694431827E04870792,MiddleNode454,127.0.78.151,AT,BCC819C77F9524719939BBF0BB11F8ED985EE148,ExitNode776,127.0.242.147,GB,2025-11-19T23:20:54.023406,GENERAL,1502278,6855547,1506156,0.8815334915238127,692007
551,1550,2025-11-19T23:25:25.449304,BUILT,FB10D2C299AB861B62611841834C642A59D76909,GuardNode830,127.0.253.228,CA,1E6D66CFAA2FFA2010F5AD53F981218D46EC874D,MiddleNode356,127.0.108.219,JP,A0ED3C8C033E4A7937C5E6EFEC9BED98FA3E1280,ExitNode468,127.0.4.24,GB,2025-11-19T23:25:24.515304,GENERAL,1915347,9545148,7114145,2.3149117114996214,236765
552,1551,2025-11-19T23:17:27.550412,BUILT,652528A98DECFA217258BBEFE2A21067B76C697E,GuardNode182,127.0.224.195,CA,236F9ECAF174495AA693B4A306E4FCEA951BE16C,MiddleNode510,127.0.183.106,US,D42B479FDEB7A9AB4920F12343DDF8E9AD0443EB,ExitNode864,127.0.61.209,DE,2025-11-19T23:17:26.925412,GENERAL,3256494,2755322,9111128,0.9873351069142928,415583
553,1552,2025-11-19T23:25:53.804214,BUILT,BF13451FA1FD4C78877658A5E45B98D6AA9B48FE,GuardNode329,127.0.94.239,US,41573639C6D5EC44CEB8EA2A6B0327AE0A515F54,MiddleNode596,127.0.8.42,AT,DC591DDC5DFBCB6DC9AD68D6517134018E8D7930,ExitNode849,127.0.244.208,NL,2025-11-19T23:25:53.131214,GENERAL,3836211,4654036,4158908,1.1979496782151415,514926
554,1553,2025-11-19T23:22:38.255780,BUILT,44E4D02A5E9BE6238D54DF9308745EA3048F79EE,GuardNode501,127.0.193.228,FR,8AA8FDA6834FEF09C9DC48DDF1C2E18453F23C6F,MiddleNode70,127.0.18.201,FR,3E09CD11B493BF44F49291E03F75CCAFF4F8F348,ExitNode257,127.0.109.132,AT,2025-11-19T23:22:37.790780,GENERAL,7259122,9666388,9001385,2.076240756096727,206619
555,1554,2025-11-19T23:22:06.482862,BUILT,86F9FE0B5937D2FBAB93EB9B25320D40D470D87A,GuardNode870,127.0.114.67,DE,9B16E880C344A3069C5EC4BF5E906BB7696EDCDB,MiddleNode41,127.0.198.229,FR,F61AF0E2F58FA1C53714A4173676924D2FE9BD41,ExitNode368,127.0.129.223,AT,2025-11-19T23:22:06.283862,GENERAL,3845952,6936782,8514396,0.7413136993149845,301396
556,1555,2025-11-19T23:26:19.493452,BUILT,78A48A5EC325665A1FD5F8506BC8E27B38F67510,GuardNode651,127.0.177.242,AT,B5DCA1BCC663101398783053DFA25E2EF6EDC14C,MiddleNode484,127.0.235.57,NL,5E3199704CD108FDFD4D00439DE3FE3BC1EC125F,ExitNode980,127.0.0.222,AT,2025-11-19T23:26:19.297452,GENERAL,8629613,5698474,5084751,1.0398041301871046,494330
557,1556,2025-11-19T23:24:55.972227,BUILT,64AA6F823910FA9F750D81C928DB054BCD815939,GuardNode130,127.0.80.229,CA,236F9ECAF174495AA693B4A306E4FCEA951BE16C,MiddleNode510,127.0.183.106,US,746759D2805D8B1FD6BA7867B68CCEA65AD0C137,ExitNode705,127.0.40.180,CA,2025-11-19T23:24:55.271227,GENERAL,9142861,2755322,9117407,1.5257714872158665,576632
558,1557,2025-11-19T23:23:05.593739,BUILT,5FC58E52D11A7B05BA9E5F21D385C2A6F385155A,GuardNode34,127.0.61.153,SE,125FB30007C5DB25AD68FE8EBEA21EFDFC3EDD02,MiddleNode764,127.0.27.37,NL,F09938A89AF0AE21A53F574196A1454F516E82E1,ExitNode559,127.0.217.188,SE,2025-11-19T23:23:05.350739,GENERAL,6069615,1348150,1358560,1.2921409534930766,448820
559,1558,2025-11-19T23:25:59.146526,BUILT,2932C3073AC9B348C2B0E6D303960E947626DA6A,GuardNode696,127.0.13.232,FR,EE2BBB4385F9295E1DCAEAA02569BEE3C272DA14,MiddleNode315,127.0.97.139,CH,F61AF0E2F58FA1C53714A4173676924D2FE9BD41,ExitNode368,127.0.129.223,AT,2025-11-19T23:25:58.610526,GENERAL,1738123,7911183,8514396,1.6102734916325903,987863
560,1559,2025-11-19T23:17:28.905686,BUILT,8CA8AA4CBE1D5A48D78F7F637C45FB6E7F8E6C8D,GuardNode961,127.0.136.81,AT,BCD9D21FBEE4C0E1D85D73036F9D248FCA9611ED,MiddleNode344,127.0.247.12,DE,A623E737456B80CD0C96E90995BED6CDE27B1B48,ExitNode268,127.0.110.64,JP,2025-11-19T23:17:28.310686,GENERAL,8859229,4215966,4108862,0.6218611503553522,669486
561,1560,2025-11-19T23:14:39.117655,BUILT,D5D997717313F11C50B7DFCE2B32B65BD205643D,GuardNode967,127.0.124.192,GB,54E53950E4E9EA759F5A2CF63B5F1D85CE2EB296,MiddleNode310,127.0.142.83,GB,C6743DABE3509741E8C7AE61A4ABCC8869C4B8CF,ExitNode203,127.0.134.29,GB,2025-11-19T23:14:38.355655,GENERAL,5022194,1808447,2020741,1.1682501819052513,382597
562,1561,2025-11-19T23:13:10.547415,BUILT,1F618CA17FD909F4A952B1B16F1650F61BD263CA,GuardNode670,127.0.22.226,FR,1FD7967CA4175B58B927C96E4C7B1FCAB93ECC06,MiddleNode791,127.0.142.182,AT,A4A2A92C2B983D48E82B2BF2D96FADCEE14CA6E3,ExitNode884,127.0.203.174,AT,2025-11-19T23:13:10.406415,GENERAL,7078848,4801434,8432010,1.6051883810463305,808862
563,1562,2025-11-19T23:21:45.417168,BUILT,505C27E582187CF78D0AA832DFA8D3DDF48E54B4,GuardNode573,127.0.102.117,DE,45C1351B9A2D2C25524D88AE5BD4AB6E1FD23509,MiddleNode770,127.0.232.197,US,B08E7B624A757204429E7F1B7B615F1BD4F53747,ExitNode451,127.0.165.111,SE,2025-11-19T23:21:45.138168,GENERAL,3295172,2099852,3746042,1.8665376926947868,65579
564,1563,2025-11-19T23:20:41.639961,BUILT,8ACB6BE071443614227B6A87BAE6DCA6029DA5BD,GuardNode699,127.0.220.103,CH,815E45EB32C9AB5EC9152418032250F59027D0B2,MiddleNode51,127.0.177.142,SE,E0309252742527165A51F45DC0312F4D3D631146,ExitNode238,127.0.14.43,GB,2025-11-19T23:20:41.161961,GENERAL,8341927,7221730,6975201,0.9643501483349028,880105
565,1564,2025-11-19T23:24:23.210621,BUILT,A0F352294E9664B88BCC7A236D1C4136D3380644,GuardNode896,127.0.124.53,US,F5BC540437B7B0E49BC9E2D47F290CEF25B52366,MiddleNode372,127.0.197.112,GB,38D7A0F10C9999ECEEF3B8D093B68869334D179B,ExitNode500,127.0.156.166,JP,2025-11-19T23:24:22.835621,GENERAL,8380167,4342812,4419201,0.8718486444795961,349836
566,1565,2025-11-19T23:13:11.565872,BUILT,B0987E1DB37ED2DE77C41C36F623EE906691ED49,GuardNode484,127.0.164.52,GB,7799D23E15B78036EF3B3BE2AAD4E9251C9B4D98,MiddleNode465,127.0.215.24,NL,8A8DDD8A27587B2316AEE684A0D05917C4686CB7,ExitNode157,127.0.31.199,AT,2025-11-19T23:13:11.376872,GENERAL,6075985,2809230,9766104,0.577160080053742,790682
567,1566,2025-11-19T23:15:43.911372,BUILT,B1738E4C365AC7CD081AAC824C0B746F0DAB2CF8,GuardNode641,127.0.107.234,NL,E62087870FD448E27F49CB44C5E0DCF6D1CA4472,MiddleNode660,127.0.126.218,US,D1DFF6D24C56B4DB1E44448A4BACD4CABB5FB385,ExitNode812,127.0.126.2,CH,2025-11-19T23:15:43.682372,GENERAL,7539767,1618798,5317365,1.7989596528691358,795726
568,1567,2025-11-19T23:23:23.325142,BUILT,F80184063BD654D4EF35236ACE63B139A728426B,GuardNode369,127.0.24.102,SE,80DEFC446A513DB26C413C0B643AB64787C45954,MiddleNode302,127.0.22.32,DE,1DD96C5BFC597BA4179AD53DAF6E2D2D40EF652A,ExitNode542,127.0.142.144,CH,2025-11-19T23:23:22.391142,GENERAL,5693435,3304632,1670362,1.1013091084188726,237998
569,1568,2025-11-19T23:17:45.513247,BUILT,F5AC703E886E236CD3436C389F9826C2A9DFE549,GuardNode895,127.0.247.175,US,1BF27D38CBBFB0791207A9F530A68CB4C9565F29,MiddleNode155,127.0.4.82,US,CD6E01FAB9317ED438C47A1EEC73D85C4F4D19C8,ExitNode954,127.0.76.42,AT,2025-11-19T23:17:44.519247,GENERAL,9089092,3619791,9665090,0.7013913725120868,291986
570,1569,2025-11-19T23:17:42.821799,BUILT,F67745AB925CCA780B6794D50831BAFE80AB01D0,GuardNode862,127.0.102.164,CH,81829732FEB7F45C33DA9D30BA84801D790C9FA2,MiddleNode805,127.0.204.59,NL,AC0CE51010BC85E4618F7753215D4FBAA0927B58,ExitNode330,127.0.125.123,FR,2025-11-19T23:17:41.993799,GENERAL,9730955,8299326,9099054,1.829028225893236,25949
571,1570,2025-11-19T23:14:50.527277,BUILT,3ED5EFCC36E93908219A11F855A954D958CBD4BE,GuardNode171,127.0.129.140,NL,2E901D98CBDC20441CE5FEA25D4E619975C3A6B7,MiddleNode89,127.0.50.87,US,4973BFD5DD547022060350223F071177F0D5300A,ExitNode742,127.0.144.174,NL,2025-11-19T23:14:50.278277,GENERAL,6807610,6491474,8574899,2.220815420758815,210010
572,1571,2025-11-19T23:14:49.118355,BUILT,635EAD32F04534DCA6694D9D177AA396FCF37492,GuardNode11,127.0.244.185,GB,D3C59F10A64D8EC4649B62E1F6D21F44D9EBA9C2,MiddleNode927,127.0.215.206,AT,B6460CA5F75839EFAFECEB9CB437EF907ACC86B0,ExitNode73,127.0.206.116,CH,2025-11-19T23:14:48.135355,GENERAL,3779283,9287403,1685509,2.0281074410772266,542583
573,1572,2025-11-19T23:16:25.909457,BUILT,EFF6CD31BADB80AEF95B962B8D21F602B2D37DF1,GuardNode618,127.0.133.213,JP,009AE40A5F90D1B2AE84A9A08507DB9F5FA733C6,MiddleNode358,127.0.137.150,SE,D428FA01F797EA4F92F721B9C8E26634C195AE73,ExitNode421,127.0.120.58,DE,2025-11-19T23:16:25.292457,GENERAL,9377629,7548381,5215139,0.5303163786518275,713022
574,1573,2025-11-19T23:14:33.681010,BUILT,B439B49B1A6D8D2947C0BDFA77CA2BF6C2982AFD,GuardNode857,127.0.20.116,JP,936760BBB6091D76826570EC63D1D9825C811511,MiddleNode117,127.0.34.142,NL,5E3199704CD108FDFD4D00439DE3FE3BC1EC125F,ExitNode980,127.0.0.222,AT,2025-11-19T23:14:32.872010,GENERAL,4935689,5139407,5084751,1.3161931074786888,588644
575,1574,2025-11-19T23:26:40.294899,BUILT,F509260EDFFDCE28038D6D3A26F9558D2BB2D7D6,GuardNode83,127.0.79.103,GB,F119B2E8C8F40391EE40BC83D223FBC0F9BFF607,MiddleNode973,127.0.69.156,JP,2179A11389F73E5CA1D950FE842C4BA18126B465,ExitNode136,127.0.92.207,GB,2025-11-19T23:26:39.836899,GENERAL,8779192,6384801,4753233,2.226745770321306,554080
576,1575,2025-11-19T23:22:50.530828,BUILT,CDCABF4D4A8102E0AA9ECA669E2BE24FAAA956CF,GuardNode283,127.0.159.171,JP,1C77B8C6E3C94EBA34CCBE7B540D0880C2FF8798,MiddleNode846,127.0.141.20,GB,3F3416827E01E8728B4BDF161B46DAA3C9A1C9E2,ExitNode174,127.0.49.35,CH,2025-11-19T23:22:49.547828,GENERAL,8470495,8664627,6667857,2.190927245241183,671575
577,1576,2025-11-19T23:21:27.507417,BUILT,529BE3701BD301FBC2277FC7A7CAB4CBFEF420FB,GuardNode630,127.0.137.131,AT,CAB559D77BD37299355AEB6688D345958F06B667,MiddleNode313,127.0.24.149,SE,A09E7366A85FE66138407467A8F70AD9E334C689,ExitNode169,127.0.176.111,JP,2025-11-19T23:21:27.328417,GENERAL,5743717,7368422,9375220,1.7300442057234309,849151
578,1577,2025-11-19T23:13:05.510009,BUILT,749245D4F1922CA976ECC68A82168D390B6AFC73,GuardNode593,127.0.132.98,SE,E1260C8543220F25FD6A5CFF581038B720A7E5D0,MiddleNode725,127.0.229.154,CA,918AB65EFFD2F67F831FDB897D60E594ED20E5F9,ExitNode976,127.0.186.102,CA,2025-11-19T23:13:04.907009,GENERAL,3246572,2064194,4502014,1.8071020513541063,589481
579,1578,2025-11-19T23:19:00.874324,BUILT,85579F32C124E65AAC393306429AAC8AC662D5B8,GuardNode184,127.0.178.224,FR,950D011B7936CB608C5057C4E82C542C0181EDDF,MiddleNode906,127.0.19.242,NL,9AD0AFB2B2B632625EF91556212FED1210A6B2C2,ExitNode971,127.0.106.199,GB,2025-11-19T23:19:00.751324,GENERAL,9275834,8574217,9317198,1.5199054782564563,548288
580,1579,2025-11-19T23:21:39.996255,BUILT,0EA02E54908F3DF62CE6F41669B76DA95B3DEE6C,GuardNode181,127.0.150.105,CH,CA5F785E30198181137C25F6784BF607D52303E6,MiddleNode767,127.0.104.246,SE,D7444739462F47E32D7E9E113D836AD0E4BAB22A,ExitNode51,127.0.161.229,JP,2025-11-19T23:21:39.253255,GENERAL,9248303,3541934,3706098,1.7874898781204993,642651
581,1580,2025-11-19T23:19:55.590521,BUILT,D13218ACCDAE9BE926664B2B775FA2505C837F1A,GuardNode387,127.0.64.149,US,EA99ED128A832A69FBA47C4404F72DCD582CE8C6,MiddleNode891,127.0.40.111,FR,AD433599A4E9212CD44F0DDB5A2E72396489DC79,ExitNode876,127.0.92.191,GB,2025-11-19T23:19:55.275521,GENERAL,3589221,9554751,9403918,0.7561386520034479,746574
582,1581,2025-11-19T23:23:15.746881,BUILT,BBA2F6F8022EB1924CF39F9C7EEE12A9D2317D05,GuardNode606,127.0.0.252,JP,2A8D0FF4C1CC5F37FB4328B05023A223D4F4540D,MiddleNode159,127.0.119.170,SE,2179A11389F73E5CA1D950FE842C4BA18126B465,ExitNode136,127.0.92.207,GB,2025-11-19T23:23:14.882881,GENERAL,6100619,4618262,4753233,1.5349359584614641,740590
583,1582,2025-11-19T23:23:01.419067,BUILT,FFC9F127D1F3B27465BEF6D2E26B38BE78F132A0,GuardNode787,127.0.165.141,AT,9F62C00C2CE522AC425D4916DB3352D1A9DA9EBC,MiddleNode918,127.0.35.208,SE,C3EEBB31142B35FF8F292352C14406491F3154DF,ExitNode952,127.0.77.117,CA,2025-11-19T23:23:00.466067,GENERAL,1372144,9596452,5520413,1.9653006272097078,306134
584,1583,2025-11-19T23:20:27.965626,BUILT,45B0EFABF0E04E95D15A06BFE0D6683E9D2113A5,GuardNode616,127.0.127.173,CH,1C766F7F681CC466B28017DB15FA706DF3B9EA95,MiddleNode271,127.0.236.58,CH,DD8E3892B7AED8AB9FBDF30BE06BAC6F85D1DA16,ExitNode371,127.0.162.158,NL,2025-11-19T23:20:27.742626,GENERAL,4458109,1698736,4137271,2.111379138950848,312014
585,1584,2025-11-19T23:26:30.668814,BUILT,CDCABF4D4A8102E0AA9ECA669E2BE24FAAA956CF,GuardNode283,127.0.159.171,JP,7328A619062C8A0055DE4A1D9E2928979439CC95,MiddleNode425,127.0.144.191,CA,BB1CC62597C077837B983C7A400299FC1269224D,ExitNode921,127.0.255.113,GB,2025-11-19T23:26:29.858814,GENERAL,8470495,9243071,7153782,1.0264287496584819,466907
586,1585,2025-11-19T23:15:55.282894,BUILT,8CA8AA4CBE1D5A48D78F7F637C45FB6E7F8E6C8D,GuardNode961,127.0.136.81,AT,4C82027E549CE552C9DA4AA35A1C505912F35C58,MiddleNode719,127.0.104.87,CH,876F35648678FC837A51B6EAB90478C39A943489,ExitNode425,127.0.247.219,SE,2025-11-19T23:15:54.400894,GENERAL,8859229,1290654,5995927,0.8458353771279217,504489
587,1586,2025-11-19T23:15:12.418217,BUILT,9F8EF4854485723E0040363469F593C16926AFC8,GuardNode105,127.0.18.237,DE,C4D1E3B8F34A0A33ADE5F0C10000F258AA472438,MiddleNode111,127.0.35.121,FR,23E747CBC85E7837B575CE3CA94F04E9C3B6FC64,ExitNode4,127.0.171.13,GB,2025-11-19T23:15:11.681217,GENERAL,8947524,1785468,2654998,1.2848854604583155,328809
588,1587,2025-11-19T23:19:38.200702,BUILT,648610961FBE6ABA81E91B785BAF126092B6F5AA,GuardNode415,127.0.118.229,CH,B351684797654800655288ADDC14AC8B4490B5CD,MiddleNode86,127.0.87.110,AT,A623E737456B80CD0C96E90995BED6CDE27B1B48,ExitNode268,127.0.110.64,JP,2025-11-19T23:19:37.492702,GENERAL,1426125,4387516,4108862,2.4305434066801963,770179
589,1588,2025-11-19T23:18:55.793953,BUILT,8CA8AA4CBE1D5A48D78F7F637C45FB6E7F8E6C8D,GuardNode961,127.0.136.81,AT,DAED48CB0A2313DA2BFDEE6AFCA9C8EAD8D4B411,MiddleNode276,127.0.43.54,GB,34280B085EFF9C0D0554D475E400873CFE3D806D,ExitNode669,127.0.40.59,CA,2025-11-19T23:18:55.419953,GENERAL,8859229,6172052,5869454,1.5399957239274484,457263
